gene_id	gene_symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000166741	NNMT	7432.9363516342	2.16219131862948	0.177557805038542	12.1773938248456	4.10180387443641e-34	4.76706519032157e-31
ENSG00000183044	ABAT	498.690421563468	1.15804202399499	0.0969580355109868	11.9437447127708	6.99992150214302e-33	7.65667884307938e-30
ENSG00000144369	FAM171B	1303.27274542406	-1.35032384027669	0.116059107711204	-11.6347942604968	2.74250608168006e-31	2.83316114382448e-28
ENSG00000198624	CCDC69	2057.19173059348	2.89490808453746	0.250773028404129	11.5439371728295	7.92145787274229e-31	7.75260574440226e-28
ENSG00000164125	GASK1B	5596.34966690866	1.12453028011577	0.0980343953186804	11.4707728492664	1.84999602812864e-30	1.7200338071526e-27
ENSG00000108821	COL1A1	100990.694351515	-1.29949885471293	0.115271614387031	-11.2733638860109	1.77650419716023e-29	1.57305216886641e-26
ENSG00000135821	GLUL	19611.1821813456	3.00413325116688	0.268936883269928	11.1704025667304	5.69223099140699e-29	4.81122887660059e-26
ENSG00000163884	KLF15	561.107166129071	4.58215055942099	0.412548582530114	11.1069356518429	1.16074690731809e-28	9.38438640938257e-26
ENSG00000162692	VCAM1	508.170232439755	-3.60937002460964	0.326585849880368	-11.0518261153439	2.14800472216375e-28	1.66425615869312e-25
ENSG00000164647	STEAP1	1920.71012986285	1.55673271087099	0.141010045148122	11.0398710193713	2.45385146170227e-28	1.82517471721415e-25
ENSG00000077684	JADE1	1570.63461014914	1.20685033122219	0.109658333604544	11.0055505272805	3.59314559434213e-28	2.569790089492e-25
ENSG00000139132	FGD4	1223.46614081102	2.25391487852892	0.205642719045375	10.9603436921663	5.9273831670712e-28	4.08221074043292e-25
ENSG00000114098	ARMC8	1010.29346134236	1.35685603489941	0.125598204969318	10.8031483032012	3.32599793752952e-27	2.20881898744148e-24
ENSG00000181467	RAP2B	630.874185291974	-1.27247453740468	0.118293073091546	-10.756965764343	5.49497202378715e-27	3.52341395801111e-24
ENSG00000123562	MORF4L2	5040.48267766273	1.02828264528398	0.09585938558104	10.7269897365936	7.60327804374558e-27	4.71276517411497e-24
ENSG00000165995	CACNB2	495.092906698546	3.30048836189176	0.308553800596231	10.6966381730321	1.0553798913579e-26	6.3305771225162e-24
ENSG00000145777	TSLP	152.372544224853	-2.78658646934607	0.261721641088013	-10.6471381493783	1.79808062551783e-26	1.0448534134845e-23
ENSG00000116285	ERRFI1	3232.63543712134	2.43982463080926	0.229484594760185	10.6317578021257	2.12077014117076e-26	1.1950218416688e-23
ENSG00000177666	PNPLA2	1701.23387978068	1.10497434331455	0.104974552930752	10.5261162106921	6.5480688310264e-26	3.58121587979223e-23
ENSG00000163491	NEK10	160.225059048447	-2.47261658141732	0.236701216798521	-10.4461506994364	1.5259347619795e-25	8.1070733997168e-23
ENSG00000183160	TMEM119	2987.67071981722	-1.16914736874021	0.112132525220336	-10.426478547976	1.87716712313674e-25	9.69608962631325e-23
ENSG00000103196	CRISPLD2	3082.06913512982	2.70054578417093	0.261093693493686	10.3432057206554	4.49252739138282e-25	2.25779856331794e-22
ENSG00000119138	KLF9	1683.2682077277	2.11010908225837	0.205844758649353	10.2509730930426	1.1715804707557e-24	5.73303654044796e-22
ENSG00000163697	APBB2	2266.27450187641	1.08061949604872	0.105615095573078	10.2316765438233	1.43021638917909e-24	6.81919839917567e-22
ENSG00000185950	IRS2	1974.88307917017	2.16283206518378	0.211714911042198	10.2157758021715	1.68525591950237e-24	7.83433345578666e-22
ENSG00000157150	TIMP4	167.615505683076	2.93264029746531	0.287282195572001	10.2082215419797	1.82173204363034e-24	8.26222130519662e-22
ENSG00000141401	IMPA2	627.527233035192	2.35552292324545	0.233161774641588	10.1025261403432	5.38371823679082e-24	2.3281451305378e-21
ENSG00000158246	TENT5B	70.302802747663	2.33452515504063	0.231075205743268	10.1028803481164	5.3643027045019e-24	2.3281451305378e-21
ENSG00000139289	PHLDA1	1975.8673223812	-0.99115346155302	0.0982993752468444	-10.0830087583373	6.56834058592688e-24	2.77587029989342e-21
ENSG00000166482	MFAP4	26348.2769204739	-0.963940764729812	0.0958788364941517	-10.0537386557523	8.84467848150432e-24	3.65481769696829e-21
ENSG00000211445	GPX3	12285.6151498691	3.74276284617001	0.377175965648402	9.92312126711423	3.30263508428707e-23	1.33505433461561e-20
ENSG00000133142	TCEAL4	3055.97384805426	1.54783863144155	0.156164871254892	9.91156730065865	3.70783363747438e-23	1.46696098912417e-20
ENSG00000103502	CDIPT	3319.86908904901	0.822550786744688	0.0835757941286634	9.84197392702469	7.42397175915847e-23	2.87601572628233e-20
ENSG00000172986	GXYLT2	756.366829107728	-1.5695021084201	0.159666660375732	-9.82986745465023	8.37289007727379e-23	3.17742634667155e-20
ENSG00000164484	TMEM200A	816.794097566618	-1.21368608886721	0.125499885005052	-9.67081435029479	4.01172971143837e-22	1.49196227968393e-19
ENSG00000197043	ANXA6	14120.9989647215	0.921728248786132	0.0964558771546564	9.55595735559216	1.2244651825367e-21	4.4644960920137e-19
ENSG00000131389	SLC6A6	740.410803126942	-2.11967588106593	0.222570356457822	-9.52362172034177	1.67246431475565e-21	5.98066806401564e-19
ENSG00000132356	PRKAA1	2383.87708318029	0.865650154342818	0.0910544224949877	9.50695343096015	1.96328043396337e-21	6.88815088104694e-19
ENSG00000161647	MPP3	166.341518087729	1.56827817662332	0.165564936749215	9.47228445476246	2.73789268520907e-21	9.42798416323383e-19
ENSG00000181061	HIGD1A	2420.90428250501	1.21028159856504	0.128058373713949	9.45101490409763	3.35561116137858e-21	1.13450162810608e-18
ENSG00000250978	ENSG00000250978	56.3181939282226	6.30020965139091	0.66781876953592	9.43401105028695	3.94699885454502e-21	1.31061506607616e-18
ENSG00000157514	TSC22D3	2205.70579219808	3.33850739682889	0.355426012577564	9.392974286316	5.83293840194388e-21	1.90286823831836e-18
ENSG00000132970	WASF3	1322.81532016482	1.10253667798796	0.118133576902519	9.33296618029051	1.02948687540724e-20	3.30057042210304e-18
ENSG00000110756	HPS5	995.251537070175	1.59106607276856	0.170864158524345	9.31187726267277	1.25592601440843e-20	3.95192825570212e-18
ENSG00000124766	SOX4	1281.46865801595	-2.35748356489095	0.253213414828367	-9.31026330689825	1.27515835085844e-20	3.95192825570212e-18
ENSG00000134253	TRIM45	136.921586068676	-1.96772248186944	0.211633803885178	-9.29777023209879	1.43421769037507e-20	4.37201277910237e-18
ENSG00000221869	CEBPD	1963.57429862035	1.49925334014021	0.1613870813854	9.28979771658378	1.54581828575611e-20	4.63620822961854e-18
ENSG00000163110	PDLIM5	1314.18432532042	1.58697430954888	0.171109050946288	9.27463685160079	1.78225120601759e-20	5.26047002792018e-18
ENSG00000157110	RBPMS	2970.45509966733	0.893717672445033	0.0977403087664535	9.14379833381267	6.02964646668146e-20	1.75189493824909e-17
ENSG00000157613	CREB3L1	2782.52862633184	-0.979265852505392	0.10712241170995	-9.14155905261821	6.15583736645713e-20	1.76104301275801e-17
ENSG00000227051	C14orf132	4615.74006753287	-1.14517030501897	0.125690476872391	-9.11103476981485	8.15999242912701e-20	2.29901604878207e-17
ENSG00000196975	ANXA4	4908.8181516426	1.19328970490647	0.131512603198298	9.07357679710127	1.1517276452671e-19	3.19647396473757e-17
ENSG00000169738	DCXR	627.449246972015	2.14974366528654	0.237270071567172	9.0603237529599	1.3006393129154e-19	3.55667470936203e-17
ENSG00000112837	TBX18	2754.96812806571	-1.80341184979153	0.199398329773995	-9.04426758155684	1.50671831305381e-19	4.06049667119357e-17
ENSG00000151726	ACSL1	1460.17800298032	1.60418022685957	0.177473920166388	9.03896316346423	1.58164842853176e-19	4.20153607550686e-17
ENSG00000146592	CREB5	669.401293086846	-1.99489051160934	0.221568025893002	-9.00351259424364	2.18608919148034e-19	5.72539838247563e-17
ENSG00000157214	STEAP2	3009.26322295794	1.98770272771768	0.220818891678004	9.00150667641305	2.2264093152695e-19	5.7500112801995e-17
ENSG00000154734	ADAMTS1	30315.1354711078	2.29533320082776	0.255273121457191	8.99167600460703	2.43488589040876e-19	6.20228810029464e-17
ENSG00000185432	TMT1A	3885.6492404017	2.32574941030925	0.259352442507317	8.9675246079228	3.03252757021097e-19	7.62025002271256e-17
ENSG00000174306	ZHX3	3234.85251306157	1.14157388285252	0.127669240690835	8.9416516983677	3.83396342992551e-19	9.50567333059533e-17
ENSG00000173838	MARCHF10	47.3524552949313	3.88507274613465	0.434963804497616	8.931944924985	4.1858387510397e-19	1.02415357336294e-16
ENSG00000177283	FZD8	115.085170511591	2.46976951270237	0.277138203625735	8.91168911536173	5.02608996169728e-19	1.21376808880209e-16
ENSG00000113456	RAD1	944.895484182232	0.830114423762369	0.0933073651302893	8.89655840783032	5.76051531156201e-19	1.35590863567716e-16
ENSG00000146006	LRRTM2	46.8075965458274	-4.12379285226096	0.463482130516227	-8.89741498268309	5.71624438817667e-19	1.35590863567716e-16
ENSG00000128311	TST	316.409229736023	1.30478948784541	0.147173389442086	8.86566173947403	7.60510306788032e-19	1.76771114434043e-16
ENSG00000179593	ALOX15B	67.2430476358842	9.60973819657016	1.08887572065853	8.82537650004578	1.09092172098728e-18	2.50440609898252e-16
ENSG00000103485	QPRT	865.205449337359	-1.21092861156542	0.137648333788098	-8.79726312873194	1.40193315915217e-18	3.17913988956519e-16
ENSG00000137672	TRPC6	655.449436784439	1.9587893635122	0.22392113666927	8.74767515317375	2.17793158446665e-18	4.87935395339246e-16
ENSG00000246430	LINC00968	2162.53881470905	2.06345228545007	0.235945757141438	8.74545196510201	2.2212471069304e-18	4.91715356587748e-16
ENSG00000118689	FOXO3	5165.48667934315	1.27171140647008	0.146471647637803	8.68230423415996	3.87830365681987e-18	8.48435958806653e-16
ENSG00000112773	TENT5A	516.800784800124	-1.19084274662607	0.137822033376428	-8.64043808854259	5.59978791057864e-18	1.21079135113035e-15
ENSG00000106976	DNM1	884.745882993046	-1.75522150699961	0.203204606819129	-8.63770528864987	5.73533377949812e-18	1.22584519114675e-15
ENSG00000131871	SELENOS	806.896211416967	0.686017448576477	0.079443388970408	8.63529939328259	5.85734266268108e-18	1.23769644105176e-15
ENSG00000169715	MT1E	554.194641254197	2.17590478169528	0.253211615556987	8.59322656628119	8.45605684312849e-18	1.766745808966e-15
ENSG00000072958	AP1M1	2129.43443527067	1.08848871901285	0.12679361814025	8.58472796169318	9.10516286925576e-18	1.88122781726457e-15
ENSG00000150907	FOXO1	678.868174958036	2.28866073867262	0.2673149278771	8.56166453870785	1.1124950337984e-17	2.27327968719574e-15
ENSG00000143320	CRABP2	1492.12556609689	-1.67067796590373	0.195681888301909	-8.53772406021612	1.36891349616169e-17	2.7668420066442e-15
ENSG00000128923	MINDY2	1415.67842643882	1.03527501130961	0.12222044893253	8.47055480774025	2.44226967883926e-17	4.88322630946408e-15
ENSG00000067369	TP53BP1	1878.40236760863	-0.758276398684415	0.0899666888687299	-8.42841287391174	3.50384902635818e-17	6.93128432395003e-15
ENSG00000100784	RPS6KA5	87.3238286571985	-2.45369336966391	0.29168371473442	-8.41217128593558	4.0248954572801e-17	7.87820326611826e-15
ENSG00000163513	TGFBR2	13216.6476019075	1.45496464075916	0.173566508456854	8.38274995386479	5.17052401630363e-17	1.00151973003298e-14
ENSG00000187193	MT1X	37.3831222408412	3.17270628523008	0.379842228079243	8.35269501570053	6.6722774230106e-17	1.27908246062765e-14
ENSG00000162704	ARPC5	2581.28053913118	0.887869851742832	0.106408583916166	8.3439683065639	7.1838250903111e-17	1.3630941587177e-14
ENSG00000134243	SORT1	5510.95825597916	2.22401824291324	0.267616260667058	8.31047499643583	9.53197486583369e-17	1.79037447101189e-14
ENSG00000167549	CORO6	1996.3871741822	2.36461424187002	0.285904804332569	8.27063486180339	1.33247554476219e-16	2.47773827548529e-14
ENSG00000087448	KLHL42	907.658851358475	1.05841759564904	0.12806254183555	8.2648491938274	1.39871450274347e-16	2.57515803747672e-14
ENSG00000162426	SLC45A1	168.597115791997	1.29516044326072	0.156850030241828	8.25731714086298	1.48983193875843e-16	2.71602204913853e-14
ENSG00000101342	TLDC2	42.9011868528458	4.18684409322047	0.507377054003118	8.25193819899222	1.55846015492565e-16	2.81355015347984e-14
ENSG00000051108	HERPUD1	2272.41984444954	0.747889901055245	0.0909771658117734	8.2206331048231	2.02431675327634e-16	3.61943942568977e-14
ENSG00000103064	SLC7A6	780.765707845921	1.42507694183433	0.173568664922202	8.2104505584178	2.20360031790539e-16	3.90247122966197e-14
ENSG00000099860	GADD45B	368.158031967728	1.45586478578418	0.178318826592903	8.16439191307529	3.23058448449509e-16	5.66723759331946e-14
ENSG00000020577	SAMD4A	3105.00555637675	1.20709190859442	0.148004083040608	8.15580140625733	3.46872020988061e-16	6.02811703763831e-14
ENSG00000157152	SYN2	49.948908756072	3.55928552443876	0.436526168475474	8.15365900484094	3.53075514252608e-16	6.07911035882152e-14
ENSG00000253368	TRNP1	1040.17649034906	1.96740769433021	0.241534561755251	8.14544999288259	3.77873985667903e-16	6.44639152614188e-14
ENSG00000105516	DBP	84.5749847267979	-1.65521322494715	0.203330637843519	-8.14050082418465	3.93646156779218e-16	6.65440935028141e-14
ENSG00000145685	LHFPL2	2018.16368824202	-1.24346121387353	0.152795244589237	-8.13808844127546	4.01567472533152e-16	6.72715959617473e-14
ENSG00000019995	ZRANB1	2078.38755449834	0.92056028736265	0.113376355485811	8.11950854671685	4.68075223347546e-16	7.77130248048895e-14
ENSG00000173068	BNC2	2793.38464596547	-0.874885682417707	0.107914921222737	-8.10717992011449	5.18081181344516e-16	8.52541554610733e-14
ENSG00000120690	ELF1	1383.58922656758	0.921519028319661	0.113823281592261	8.09605043387111	5.67722939394095e-16	9.26035794564316e-14
ENSG00000233117	LINC00702	77.6318352361788	3.47430457887768	0.429287887995202	8.09318100052361	5.81263909925436e-16	9.3987847000552e-14
ENSG00000135862	LAMC1	33937.8193999739	0.804088911690769	0.0995084722004059	8.08060754938904	6.44448928961417e-16	1.03306274431358e-13
ENSG00000127824	TUBA4A	228.718631937045	-1.53922183672511	0.191492846191249	-8.03801221476361	9.13075307371568e-16	1.4511654137243e-13
ENSG00000108830	RND2	158.263285028196	-2.36510534086365	0.296966541779525	-7.96421484619491	1.66276142818491e-15	2.62025836924563e-13
ENSG00000100033	PRODH	55.3631369152134	4.96080123790542	0.623692572073069	7.95392066545926	1.8069986474961e-15	2.82362519749495e-13
ENSG00000183722	LHFPL6	3013.23853843146	0.692382346042063	0.0874589843018332	7.91665203488477	2.43991342367342e-15	3.78084917610061e-13
ENSG00000130066	SAT1	4098.11670597519	1.32117022382289	0.167067639405119	7.90799599807123	2.61565219982883e-15	4.01967377320802e-13
ENSG00000138316	ADAMTS14	799.568584106461	-2.40938769221681	0.30509895045582	-7.89706974939496	2.85536602371875e-15	4.35209272221722e-13
ENSG00000198795	ZNF521	944.867996141796	-0.994331234926594	0.126027764374268	-7.88977920749037	3.02721631376117e-15	4.57651116702349e-13
ENSG00000146250	PRSS35	313.689977800113	-2.73137304524289	0.346413603246168	-7.8847164766273	3.15250457637109e-15	4.72748569335648e-13
ENSG00000013293	SLC7A14	244.497326184804	-2.836995952658	0.359873824398208	-7.8833073158408	3.18827647578862e-15	4.74064850055279e-13
ENSG00000115419	GLS	3865.24139352938	1.18611607689559	0.150477071537732	7.88237081420193	3.2122705623536e-15	4.74064850055279e-13
ENSG00000077254	USP33	2737.01594971387	0.892312350701113	0.113353686411163	7.87193058251736	3.49209922584546e-15	5.11303819721231e-13
ENSG00000104756	KCTD9	1778.58667592707	0.8267045764878	0.105511482587737	7.83520955456539	4.68061415494397e-15	6.79968907899868e-13
ENSG00000157510	AFAP1L1	487.999313281654	1.69725640308896	0.216704942189654	7.83210750036134	4.79759039314526e-15	6.91559638453769e-13
ENSG00000136877	FPGS	1049.27391437812	0.635327279617096	0.0811361502654804	7.8303848227736	4.86378930978167e-15	6.95708940118385e-13
ENSG00000119139	TJP2	5029.85142077092	1.95741712693968	0.250114010456925	7.82609947904851	5.03239188938652e-15	7.08919145326837e-13
ENSG00000149218	ENDOD1	2027.18573134681	1.96182695600793	0.250653048201076	7.82686254999834	5.00195425838637e-15	7.08919145326837e-13
ENSG00000135362	PRR5L	111.758709305623	1.54123940925112	0.198193488516522	7.77643817053375	7.45950164556508e-15	1.04292806841566e-12
ENSG00000143891	GALM	528.391197527252	-1.11204316680803	0.143335173310132	-7.75834110446791	8.60474620868289e-15	1.19406907276462e-12
ENSG00000136999	CCN3	435.712716722131	-2.5796301010777	0.332626832980542	-7.75532772856181	8.81156197099068e-15	1.2137110729672e-12
ENSG00000198431	TXNRD1	22734.553343842	1.54666290566752	0.200528862003217	7.71291917889959	1.22971968740506e-14	1.68137041083067e-12
ENSG00000152332	UHMK1	2975.43558811063	0.657434467828645	0.0853042769790226	7.70693441303436	1.28875990027741e-14	1.74923287194587e-12
ENSG00000099337	KCNK6	530.060485021926	2.80776977034071	0.36478599583302	7.69703278748112	1.39262172768282e-14	1.87650732074363e-12
ENSG00000176771	NCKAP5	107.652179101487	-2.20626033139624	0.286749371433242	-7.69403720178643	1.42563573914312e-14	1.90717241506232e-12
ENSG00000170214	ADRA1B	201.576412510075	3.67998468053919	0.47976275378708	7.67042595843607	1.71426100587904e-14	2.27690595745149e-12
ENSG00000049246	PER3	196.030110621098	-2.16541986249515	0.283158418406383	-7.64737942344127	2.05116427411338e-14	2.70506380688924e-12
ENSG00000042286	AIFM2	594.47788466021	0.707632713316469	0.0926087487660821	7.64110003368968	2.15373643890007e-14	2.82033303389766e-12
ENSG00000087116	ADAMTS2	4464.4129800239	0.700566459872313	0.0926318232934401	7.56291342396501	3.94139954027477e-14	5.1040329819552e-12
ENSG00000179820	MYADM	3784.35383489187	1.48886416237645	0.196873418954317	7.56254536688838	3.95257192471927e-14	5.1040329819552e-12
ENSG00000182010	RTKN2	118.307066785441	-1.9017543635282	0.255035135529348	-7.45683279906097	8.86270544147458e-14	1.136565570236e-11
ENSG00000164105	SAP30	538.510216021084	1.23155402977364	0.165990326839045	7.41943252493166	1.17623204588259e-13	1.49808458172512e-11
ENSG00000183508	TENT5C	90.0360052786607	-2.46777738955181	0.333873274072177	-7.39135948035877	1.45335103829468e-13	1.83843962973398e-11
ENSG00000102804	TSC22D1	5397.33684521952	1.19399433866799	0.161579667876563	7.38950855859001	1.47372481830201e-13	1.85161574299499e-11
ENSG00000147119	CHST7	453.232746335031	1.5488423197117	0.210731551162492	7.34983589864723	1.98450342862765e-13	2.46012275035541e-11
ENSG00000116001	TIA1	1335.47494957933	-0.505525744735059	0.0688100617622253	-7.34668349059058	2.03185230807459e-13	2.50213865355278e-11
ENSG00000169744	LDB2	616.845546159048	-1.31898035099975	0.179587646502574	-7.3444937705158	2.06539312080387e-13	2.52670954482553e-11
ENSG00000185813	PCYT2	468.253727549524	1.12216924719211	0.154741783979921	7.25188257709189	4.11018155547958e-13	4.99534810615312e-11
ENSG00000177674	AGTRAP	751.373295308449	1.10956641966366	0.153119890640236	7.24638983886583	4.28027001889263e-13	5.16828707800704e-11
ENSG00000003402	CFLAR	2546.61419680864	1.18342545724905	0.163560767297676	7.23538704789305	4.64203345571743e-13	5.56894271671391e-11
ENSG00000128342	LIF	153.121849690958	-2.50844079097215	0.346794543440251	-7.23321874124101	4.71678742007723e-13	5.62235013309847e-11
ENSG00000074590	NUAK1	412.639546693256	1.36544565682939	0.189773451150381	7.1951352971253	6.23988590995086e-13	7.39048907614881e-11
ENSG00000138078	PREPL	1200.08214973285	-0.665140037357715	0.0927066856365244	-7.17467173797511	7.24808847279668e-13	8.53026614883888e-11
ENSG00000163378	EOGT	1805.28931002148	1.26400287576598	0.17653384437132	7.16011640865466	8.06085814509504e-13	9.42714825207813e-11
ENSG00000197301	HMGA2-AS1	209.371049795359	2.31289167509829	0.323334423132015	7.15324911184589	8.47476047088223e-13	9.84926068475345e-11
ENSG00000067082	KLF6	3242.40960152819	1.11041159239361	0.155393021379634	7.14582664353256	8.94558977792037e-13	1.03318783801509e-10
ENSG00000164291	ARSK	492.450487086891	0.852410572128807	0.119329637337937	7.14332659634934	9.10988253739779e-13	1.03925316431234e-10
ENSG00000177614	PGBD5	133.150339732154	-2.4760908259249	0.346605605378635	-7.14382799210647	9.07669721951387e-13	1.03925316431234e-10
ENSG00000116132	PRRX1	5566.26234944767	-0.766664930584016	0.107513049465072	-7.1309011733788	9.97138972199348e-13	1.13059751146627e-10
ENSG00000108960	MMD	1723.1175228423	1.64293225149086	0.230527306292328	7.12684444161891	1.02696041933447e-12	1.15735327257724e-10
ENSG00000091527	CDV3	4870.59143202752	0.766808312758225	0.107861412845757	7.10919959721616	1.1671784917674e-12	1.30189941753118e-10
ENSG00000114745	GORASP1	984.792573501924	0.551894760704487	0.0776337078100953	7.10895790336991	1.16922399961123e-12	1.30189941753118e-10
ENSG00000173221	GLRX	1983.22155774674	0.993814920548649	0.140283197934635	7.08434748551798	1.39700969507599e-12	1.54627352856774e-10
ENSG00000049323	LTBP1	20169.9020554026	0.693729383310884	0.0982915247278553	7.05787589755727	1.69066943138563e-12	1.86023657258081e-10
ENSG00000146373	RNF217	818.987563806969	1.08987430442908	0.154471304159914	7.05551306345416	1.71965025651048e-12	1.88099391293014e-10
ENSG00000134318	ROCK2	4538.36898283538	0.812106253744318	0.115145002817732	7.05290055035943	1.7522609228325e-12	1.89437743372502e-10
ENSG00000205208	C4orf46	588.221528800905	-1.38688549595784	0.196620350014295	-7.05362133602658	1.74320361076609e-12	1.89437743372502e-10
ENSG00000173517	PEAK1	7990.51234665395	0.996731948126897	0.14167853569434	7.03516551213702	1.99024610462543e-12	2.13922695465375e-10
ENSG00000122966	CIT	288.894444022564	-1.58611382596842	0.225699945536733	-7.02753304701296	2.10217030585435e-12	2.2465434964001e-10
ENSG00000196932	TMEM26	68.8289838616752	-2.07412535157954	0.295339109061673	-7.02286046087591	2.17371280950352e-12	2.30972512529817e-10
ENSG00000196569	LAMA2	17178.4260430908	2.07079623138751	0.295062982947159	7.01814985635915	2.24825343716238e-12	2.3753564013656e-10
ENSG00000189184	PCDH18	6487.77889101998	-0.898467846626717	0.128057511562421	-7.01612764190538	2.28101687015873e-12	2.3963564237628e-10
ENSG00000134294	SLC38A2	20597.3546312134	1.23273370913542	0.175761233474442	7.0136837615826	2.32123741096692e-12	2.4249106548837e-10
ENSG00000126861	OMG	309.30615640905	-1.71064295044466	0.244153448462324	-7.00642551321014	2.44483622544743e-12	2.53976143084888e-10
ENSG00000071282	LMCD1	3659.86884296353	1.59617203607215	0.227959383366779	7.00200190269844	2.52330653530394e-12	2.60671583466538e-10
ENSG00000100242	SUN2	2236.2383212374	1.91107947069462	0.273465279093592	6.98838067131939	2.78077041141221e-12	2.85681910498398e-10
ENSG00000107562	CXCL12	25136.3075719089	-1.94924842450114	0.279060068072444	-6.98504962736237	2.84755306269184e-12	2.90935435168983e-10
ENSG00000012048	BRCA1	221.111604295128	-1.20941912695193	0.173655532519057	-6.9644721904798	3.29637245083369e-12	3.3495106952597e-10
ENSG00000131446	MGAT1	5362.00674215496	0.861355617482116	0.123795198718777	6.95790811272769	3.45362338215726e-12	3.49022428213121e-10
ENSG00000125848	FLRT3	178.654450436053	-2.36708687373964	0.340375245066757	-6.95434497087292	3.54203905933429e-12	3.5602279085579e-10
ENSG00000185022	MAFF	648.341698714604	1.29751149172901	0.187154662084217	6.93283019124121	4.1250325683796e-12	4.12392368865692e-10
ENSG00000114853	ZBTB47	3379.39174943392	0.752912431898512	0.108733579472987	6.92437824219301	4.37894477022066e-12	4.35435711241995e-10
ENSG00000171469	ZNF561	603.303912731555	-0.662315590714151	0.0957409409341737	-6.91778861009443	4.5874813032719e-12	4.5374582358692e-10
ENSG00000143344	RGL1	1077.62700223375	-1.0691981581527	0.154812472537362	-6.90640838317901	4.97077699168907e-12	4.8648209558136e-10
ENSG00000168234	TTC39C	591.642682736854	0.771388442720371	0.111686189867136	6.90674866461134	4.95887347027322e-12	4.8648209558136e-10
ENSG00000182197	EXT1	5290.24632370394	-0.844504717844072	0.122426797040897	-6.89803816040342	5.27255852788815e-12	5.13315318461153e-10
ENSG00000078053	AMPH	358.68988631553	1.150026657829	0.166786372019796	6.89520758741908	5.37862022092288e-12	5.20913765666984e-10
ENSG00000124151	NCOA3	1569.91028919931	1.40016818099152	0.203151904148824	6.89222277712836	5.49272632085385e-12	5.2920852816724e-10
ENSG00000108604	SMARCD2	2178.07169386197	1.27764836892658	0.185426736241044	6.89031363452196	5.56695141769363e-12	5.33595162948521e-10
ENSG00000136478	TEX2	3701.52859767166	1.48546165266106	0.21584367714029	6.88211798622927	5.8969138803942e-12	5.62323659517591e-10
ENSG00000112576	CCND3	629.310108454083	0.939665104448402	0.136654196286008	6.87622575805681	6.1459077244407e-12	5.80755105249187e-10
ENSG00000172831	CES2	1197.94958745569	-0.540906319906697	0.0786650489480798	-6.87606919641916	6.15266231428287e-12	5.80755105249187e-10
ENSG00000143878	RHOB	3314.35130573517	1.19920512971326	0.174736616693246	6.86292977629576	6.74623952047574e-12	6.33567292339628e-10
ENSG00000164933	SLC25A32	462.654894171383	0.853571914056425	0.124807686012683	6.83909734509209	7.96937209653963e-12	7.44675749422886e-10
ENSG00000165802	NSMF	1601.7603826837	0.958581698397158	0.14045264476898	6.82494587391969	8.79584722386354e-12	8.17793895638712e-10
ENSG00000164294	GPX8	3549.42280984046	-0.542138456312135	0.0796834082417396	-6.80365546949776	1.01997303830711e-11	9.43601922752278e-10
ENSG00000105835	NAMPT	2640.34127405734	1.05562424092216	0.155194905611778	6.80192585420825	1.03229728906197e-11	9.50275648025111e-10
