word,word_total,post_id,year,price,beds,mean_price,median_price,mean_beds
beautiful,12102,pre2013_17022,2012,2850,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_86678,2003,2500,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5606237773,2016,1850,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_39971,2011,3300,5,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_152221,2006,1550,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_86829,2003,1300,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5484608815,2016,3800,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_122926,2004,1200,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_122658,2004,1850,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_22625,2012,1698,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5799367148,2016,2399,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,6464454332,2018,2050,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_120450,2004,1750,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_15117,2012,820,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_22623,2012,1806,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_156780,2006,1500,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_125595,2004,1200,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_16012,2012,1419,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_62219,2012,2395,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5429831665,2016,2400,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_440,2006,1400,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_22622,2012,1806,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_136484,2005,1800,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_27540,2007,1100,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_10502,2012,2750,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_131071,2004,1695,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_16862,2012,3200,5,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_2694,2006,2500,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_21518,2012,1826,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5444054306,2016,2650,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_35173,2011,2050,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_132781,2004,925,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_63743,2012,1600,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_25356,2007,2500,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_153047,2006,1225,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,6622613678,2018,3195,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5386561769,2016,2200,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_153045,2006,1825,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_14004,2012,2380,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_78781,2008,2400,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_79276,2008,1314,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_7427,2008,1995,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_7452,2008,900,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_7399,2008,2475,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_116215,2001,2095,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_86418,2003,2000,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_113319,2004,1950,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_113540,2004,1950,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,4237298678,2013,3700,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_115362,2004,2300,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_121055,2004,2300,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_115512,2004,4500,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_115579,2004,2200,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_125685,2004,2500,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_129380,2004,2000,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_125910,2004,1450,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_125921,2004,1299,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_159866,2007,7600,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_148690,2006,6100,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_37339,2011,5150,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,4678098387,2014,1750,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_43017,2011,4850,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_149150,2006,5300,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,4261399378,2013,1600,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_121689,2004,4000,NA,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_148977,2006,5300,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_792,2006,6000,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5975831773,2017,14500,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_107559,2004,2700,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_15661,2012,4600,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5049467028,2015,18000,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_98164,2004,2000,NA,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_127869,2004,2000,NA,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_146172,2006,2600,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_98952,2004,1995,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,4258419344,2013,2900,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_101244,2004,1695,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_147766,2006,2400,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_93085,2004,2395,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_123425,2004,1280,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_43181,2011,2595,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_143026,2005,1500,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_97151,2004,1695,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_127105,2004,2500,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_79067,2008,2500,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5514656018,2016,400,0,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5514623715,2016,4500,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,4600345909,2014,1600,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_130708,2004,1700,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_101052,2004,2600,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_111438,2004,2495,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5658571429,2016,3100,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_102091,2004,1695,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_147617,2006,2295,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_34958,2011,2595,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_103370,2004,1490,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_52455,2012,3000,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_153609,2007,1600,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,6424478747,2017,4350,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_6059,2009,2000,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_142649,2005,1500,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_143096,2005,1500,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_50836,2012,2695,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_82728,2006,2400,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_12912,2012,2300,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,4600655349,2014,800,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,4589191606,2014,2800,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5525556545,2016,733,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5941063774,2017,4350,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_39388,2011,800,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,4678085032,2014,2200,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_159043,2006,2100,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_56105,2012,2695,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5460136641,2016,3300,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,4624081804,2014,2899,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_64014,2012,2900,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,4805791709,2014,3400,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_43560,2011,3825,5,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,6236801761,2017,2800,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_85728,2003,1125,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_54631,2012,1495,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_140378,2005,1500,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_38519,2011,1050,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_13520,2012,1625,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_2909,2006,4100,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_139977,2005,1500,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_35659,2011,1545,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_109990,2004,2100,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_104036,2004,895,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_109040,2004,2450,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_110450,2004,2495,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_35728,2011,1300,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_37359,2011,1625,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_59824,2012,1491,0,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5269390845,2015,3800,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_56857,2012,1495,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_60615,2012,5800,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_72580,2012,1825,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_36930,2011,5990,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_85725,2003,895,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_85716,2003,950,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_61007,2012,5800,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_109969,2004,1200,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_58981,2012,5800,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_43393,2011,1800,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_85756,2003,3300,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,6397331512,2017,2325,NA,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_85644,2003,1090,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_56858,2012,1650,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_85825,2003,1115,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_65044,2012,5800,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,3878883036,2013,1825,0,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_148967,2006,875,0,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_110704,2004,1200,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_124567,2004,895,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_148751,2006,995,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_106909,2004,1395,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_106951,2004,895,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_110407,2004,1200,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_105855,2004,2800,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_64226,2012,5800,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,6397334482,2017,2598,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_64606,2012,5800,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_106940,2004,900,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_105192,2004,895,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_35222,2011,1345,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_85433,2003,1295,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_105193,2004,750,0,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_148960,2006,1049,0,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_28066,2008,1900,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,4611926849,2014,1450,0,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,4945976644,2015,2813,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_24032,2012,2995,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_148713,2006,1049,0,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_107397,2004,2000,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_79605,2006,4000,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_47894,2012,1345,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_117578,2004,950,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_110387,2004,2100,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,3610588506,2013,4800,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_44188,2011,5500,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_157954,2006,1390,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_104091,2004,1295,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_150732,2006,1175,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_21177,2012,1650,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,4253141873,2014,3995,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_126970,2004,1275,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_44219,2011,1346,0,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5290999239,2015,4600,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_137161,2005,650,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_109391,2004,1275,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_13595,2012,3250,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_130092,2004,2500,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_26432,2007,2900,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_32941,2011,2300,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_34771,2011,3200,NA,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_134078,2005,1375,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_106945,2004,2350,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5807536589,2016,3295,2,2375.4262105437087,2100,2.1750550754109437
